CustomerID,Age,Gender,MaritalStatus,Dependents,Education,JobType,City,PropertyArea,Experience,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoans,MonthlyEMI,LoanToIncome,RandomReference,LoanApproved
CUST03104,21,Male,Married,3,Bachelor,Salaried,Bangalore,Semi-Urban,3,16090.90783361404,127874.37494906291,84,742,5,1522.31,7.947,24439,0
CUST02946,N/A,Male,Single,4,Bachelor,Salaried,Mumbai,Rural,24,146843.91180386845,106442.15736967423,24,582,3,4435.09,0.7249,79019,0
CUST00200,56,Female,Married,2,Master,Business,Delhi,Urban,11,62593.66197075565,36541.08745888922,24,670,4,1522.55,0.5838,98022,1
CUST02136,23,Female,Single,0,Master,Salaried,Mumbai,Urban,5,78655.12443145408,55744.49099365639,12,634,1,4645.37,0.7087,78765,1
CUST00280,28,Female,Married,1,High School,Salaried,Mumbai,Urban,10,62214.90426213224,285196.82353225804,84,491,1,3395.2,4.5841,17618,1
CUST00908,34,Female,Married,2,Bachelor,Salaried,Mumbai,Semi-Urban,16,119507.90601207812,316673.14130324544,84,683,1,3769.92,2.6498,50188,1
CUST03409,62,Female,Divorced,4,Master,Business,Pune,Semi-Urban,26,27925.339649306166,110823.66291359832,36,619,2,3078.44,3.9686,22682,1
CUST01145,57,Female,Married,4,Master,Freelance,Bangalore,Urban,13,122025.9783348042,69371.47273239307,60,729,3,1156.19,0.5685,80219,1
CUST00427,42,Male,Married,0,PhD,Business,Bangalore,Rural,24,23621.69625324018,200672.72967924504,36,640,5,5574.24,8.4953,83460,1
CUST01205,44,Male,Married,1,Master,Salaried,Delhi,Semi-Urban,15,51400.731169079576,912852.5174562903,36,535,2,25357.01,17.7595,13983,1
CUST01455,40,Male,Single,1,High School,Self-Employed,Delhi,Urban,22,102172.34389421777,38994.65853706116,36,753,3,1083.18,0.3817,48821,1
CUST02679,26,Female,Married,1,Master,Self-Employed,Chennai,Semi-Urban,6,,190129.25293773683,48,639,1,3961.03,1.5106,58850,1
CUST02928,45,Male,Married,1,Bachelor,Salaried,Delhi,Semi-Urban,16,31747.427111488116,169179.31276749857,60,651,3,2819.66,5.3289,47698,1
CUST02214,23,Female,Married,4,Master,Freelance,Mumbai,Urban,4,44431.92100280167,255864.67263335374,84,537,2,3046.01,5.7586,94529,0
CUST00158,49,Female,Divorced,4,Bachelor,Salaried,Pune,Semi-Urban,9,58924.10565093253,49580.49224876726,48,583,2,1032.93,0.8414,60228,1
CUST02493,37,Male,Married,4,Master,Freelance,Mumbai,Urban,14,123302.6416741654,30408.85366329315,84,708,0,362.01,0.2466,37313,1
CUST04177,49,Female,Single,1,PhD,Salaried,Chennai,Rural,29,58725.40141401412,185919.50699984925,36,684,5,5164.43,3.1659,93015,1
CUST04577,65,Male,Single,1,High School,Business,Delhi,Rural,10,53212.22327813867,93594.22345600458,60,809,2,1559.9,1.7589,68897,1
CUST04151,40,Female,Divorced,4,Bachelor,Salaried,Mumbai,Semi-Urban,16,49704.65719917163,152559.1076212772,120,565,4,1271.33,3.0693,72666,0
CUST00229,19,Male,Married,2,Bachelor,Salaried,Bangalore,Urban,1,40887.4030672242,53141.50706562452,12,490,1,4428.46,1.2997,48798,1
CUST03201,68,Female,Married,1,Bachelor,Business,Mumbai,Semi-Urban,33,37099.0088323674,91286.5895478342,24,828,1,3803.61,2.4606,51257,0
CUST00927,25,Female,Single,4,High School,Freelance,Chennai,Urban,3,31604.909827194107,102700.28935080906,120,659,1,855.84,3.2495,73140,1
CUST04296,53,Male,Married,1,Bachelor,Freelance,Kolkata,Urban,4,22409.542217709095,38650.38806466428,48,695,5,805.22,1.7247,20182,0
CUST01621,64,Female,Married,1,Bachelor,Salaried,Mumbai,Urban,29,81657.22168588132,245323.17944732378,120,793,2,2044.36,3.0043,53780,1
CUST00030,42,Male,Married,3,Bachelor,Salaried,Mumbai,Semi-Urban,8,37146.80208215999,126135.78503720301,24,694,1,5255.66,3.3956,95219,0
CUST04014,43,Male,Married,1,Master,Freelance,Bangalore,Semi-Urban,25,60052.190671758995,31520.101501689023,36,642,0,875.56,0.5249,75201,1
CUST01056,48,Male,Single,2,Bachelor,Freelance,Kolkata,Semi-Urban,30,35463.290309768236,31192.63403716089,120,749,5,259.94,0.8796,55320,0
CUST04003,45,Female,Married,2,,Salaried,Delhi,Rural,13,28844.697275308186,197400.54208309323,84,677,5,2350.01,6.8436,37552,1
CUST00469,49,Male,Married,2,Master,Salaried,Kolkata,Semi-Urban,6,61372.87009565268,24286.561090815176,120,594,5,202.39,0.3957,45376,1
CUST02158,37,Female,Married,0,High School,Salaried,Delhi,Urban,19,21317.834878875292,110789.61180609258,36,536,4,3077.49,5.197,58646,1
CUST00671,60,Male,Divorced,0,Bachelor,Business,Kolkata,Semi-Urban,22,67168.77218048536,151810.54592271362,12,741,5,12650.88,2.2601,53365,0
CUST04344,34,Female,Married,0,High School,Business,Delhi,Urban,16,46466.23824557997,221928.20121739586,120,574,5,1849.4,4.7761,53653,0
CUST04155,56,Female,Divorced,3,Bachelor,Self-Employed,Chennai,Semi-Urban,7,57394.329265414024,107023.62141712893,120,600,3,891.86,1.8647,16306,1
CUST01483,19,Female,Divorced,3,PhD,Salaried,Mumbai,Urban,1,210528.27607479788,58829.07898325812,120,606,1,490.24,0.2794,43909,1
CUST01428,54,Male,Single,1,High School,Business,Delhi,Semi-Urban,2,21185.91080067108,307989.94989039167,60,731,0,5133.17,14.5375,89171,1
CUST03025,30,Female,Married,3,Master,Self-Employed,Pune,Rural,12,21920.964670769456,106545.97156283796,60,548,0,1775.77,4.8605,29260,1
CUST02611,40,Female,Married,3,Bachelor,Self-Employed,Delhi,Urban,5,36545.53475444738,276484.8993299578,84,731,1,3291.49,7.5655,80167,1
CUST00152,32,Female,Married,4,Bachelor,Freelance,Kolkata,Urban,14,17856.541443536906,738375.6929669435,12,624,0,61531.31,41.3504,17365,0
CUST00656,69,Female,Married,3,Bachelor,Salaried,Mumbai,Semi-Urban,2,,135579.38511730742,120,599,3,1129.83,1.4863,17055,1
CUST02804,54,Male,Single,0,High School,Salaried,Chennai,Rural,4,132762.79911967576,175173.81889980164,120,677,5,1459.78,1.3194,31569,0
CUST02518,44,Female,Single,0,PhD,Salaried,Chennai,Rural,16,53715.36413212064,122084.60049428538,84,485,0,1453.39,2.2728,18782,0
CUST00241,49,Male,Married,2,High School,Salaried,Bangalore,Urban,16,158607.28390599863,56185.734060730276,12,,5,4682.14,0.3542,87618,1
CUST00625,42,Male,Married,3,Bachelor,Self-Employed,Kolkata,Urban,1,29465.258840449947,126420.04128149942,48,642,4,2633.75,4.2905,66112,1
CUST04054,49,Female,Married,1,Master,Self-Employed,Delhi,Semi-Urban,7,65355.92288440477,90011.48857584383,60,700,2,1500.19,1.3773,83560,1
CUST04101,54,Female,Married,0,High School,Salaried,Delhi,Rural,16,32802.11037034406,281465.9283507487,12,717,0,23455.49,8.5807,19648,1
CUST00334,53,Male,Single,1,Master,Salaried,Mumbai,Rural,6,55537.88960176527,109234.44657036358,12,731,3,9102.87,1.9668,32108,1
CUST04048,69,Female,Single,1,Master,Salaried,Delhi,Urban,28,110272.97039106673,280146.84656944347,12,651,5,23345.57,2.5405,90058,0
CUST04464,63,Male,Married,0,Bachelor,Business,Bangalore,Semi-Urban,1,152396.98654351808,,48,770,2,4495.53,1.4159,21468,1
CUST03258,38,Female,Married,3,Bachelor,Freelance,Delhi,Rural,2,35815.55415175506,147527.145074456,120,458,5,1229.39,4.1191,51958,1
CUST00169,32,Female,Single,4,Master,Salaried,Delhi,Semi-Urban,14,36408.29741879248,323232.12522456126,48,551,1,6734.0,8.878,42240,1
CUST03117,55,Female,Single,1,Bachelor,Business,Bangalore,Semi-Urban,29,68410.13515898382,143006.74202367035,12,688,0,11917.23,2.0904,54905,0
CUST04529,43,Female,Married,4,Bachelor,Salaried,Chennai,Semi-Urban,18,31886.640792065362,124900.3823115547,12,670,4,10408.37,3.917,39749,0
CUST04553,56,Male,Married,1,Bachelor,Self-Employed,Delhi,Rural,30,206738.58294969183,241769.38548635464,120,796,3,2014.74,1.1694,39210,1
CUST00600,53,Male,Married,2,Bachelor,Self-Employed,Chennai,Urban,33,62639.18671176657,115522.75210651214,60,571,5,1925.38,1.8443,66994,0
CUST00297,65,Male,Married,3,Bachelor,Salaried,Kolkata,Rural,33,57031.89476888842,522624.7638442808,48,621,0,10888.02,9.1637,79079,1
CUST02292,56,Male,Single,0,Bachelor,Salaried,Bangalore,Semi-Urban,1,83473.61263701525,191939.81848577227,84,587,5,2285.0,2.2994,78831,0
CUST01715,21,Female,Divorced,1,Bachelor,Salaried,Kolkata,Urban,3,81340.95010839675,35650.312411901425,36,527,4,990.29,0.4383,67873,0
CUST04649,62,Female,Single,0,High School,Salaried,Delhi,Rural,29,20017.36219094821,105250.89010652818,60,657,0,1754.18,5.258,35469,1
CUST04975,18,Male,Married,4,,Self-Employed,Chennai,Urban,0,48076.002079364414,61467.12438618853,84,701,1,731.75,1.2785,35997,1
CUST04482,63,Female,Married,4,Bachelor,Salaried,Bangalore,Urban,16,18205.19313400665,68131.06569668812,48,522,0,1419.4,3.7424,36790,1
CUST03361,45,Female,Divorced,1,Master,Salaried,Kolkata,Urban,5,46637.09648693179,146326.95623994299,120,563,4,1219.39,3.1376,72580,0
CUST01175,50,Female,Married,2,Bachelor,Salaried,Kolkata,Semi-Urban,32,169979.63433050038,55799.79656859527,84,738,3,664.28,0.3283,54759,1
CUST04918,58,Male,Single,0,Bachelor,Salaried,Chennai,Urban,27,30999.34667765657,136909.18868160015,48,661,0,2852.27,4.4165,42173,0
CUST03865,45,Female,Married,2,Bachelor,Salaried,Delhi,Urban,7,48069.91308559649,24400.416991968068,60,607,2,406.67,0.5076,65774,1
CUST00811,66,Male,Married,3,Bachelor,Business,Kolkata,Urban,6,60390.95972250294,80754.80199459328,84,700,1,961.37,1.3372,58418,1
CUST01352,66,Male,Married,1,Bachelor,Salaried,Chennai,Urban,23,33609.39693808656,133489.93367260776,48,535,4,2781.04,3.9718,45884,0
CUST01973,20,Female,Single,3,Master,Salaried,Chennai,Urban,2,134769.3127115739,327749.37687061477,60,825,4,5462.49,2.4319,55184,1
CUST03373,23,Male,Married,1,High School,Salaried,Mumbai,Semi-Urban,2,27762.3197885973,191418.6699937342,60,609,3,3190.31,6.8949,87472,1
CUST01554,50,Female,Married,4,Bachelor,Business,Pune,Urban,1,75396.63706252439,98040.37370693122,120,615,5,817.0,1.3003,18678,0
